Period,Admissions,Feature1
599.5,986.0,886
599.5,751.0,651
599.5,237.0,137
599.5,221.0,121
599.5,137.0,37
599.5,478.0,378
599.5,957.0,857
599.5,739.0,639
599.5,989.0,889
599.5,692.0,592
599.5,384.0,284
599.5,321.0,221
599.5,977.0,877
599.5,631.0,531
599.5,717.0,617
599.5,618.0,518
599.5,625.0,525
599.5,545.0,445
599.5,734.0,634
599.5,124.0,24
599.5,312.0,212
599.5,529.0,429
599.5,1083.0,983
599.5,537.0,437
599.5,491.0,391
599.5,639.0,539
599.5,652.0,552
599.5,427.0,327
599.5,132.0,32
599.5,472.0,372
599.5,465.0,365
599.5,1026.0,926
599.5,894.0,794
599.5,791.0,691
599.5,290.0,190
599.5,693.0,593
599.5,186.0,86
599.5,423.0,323
599.5,397.0,297
599.5,779.0,679
599.5,1037.0,937
599.5,946.0,846
599.5,229.0,129
599.5,254.0,154
599.5,282.0,182
599.5,511.0,411
599.5,1012.0,912
599.5,707.0,607
599.5,468.0,368
599.5,856.0,756
599.5,875.0,775
599.5,702.0,602
599.5,701.0,601
599.5,373.0,273
599.5,296.0,196
599.5,425.0,325
599.5,518.0,418
599.5,869.0,769
599.5,627.0,527
599.5,1097.0,997
599.5,456.0,356
599.5,278.0,178
599.5,433.0,333
599.5,447.0,347
599.5,927.0,827
599.5,416.0,316
599.5,823.0,723
599.5,544.0,444
599.5,507.0,407
599.5,534.0,434
599.5,1050.0,950
599.5,405.0,305
599.5,873.0,773
599.5,317.0,217
599.5,326.0,226
599.5,722.0,622
599.5,793.0,693
599.5,689.0,589
599.5,209.0,109
599.5,863.0,763
599.5,850.0,750
599.5,151.0,51
599.5,798.0,698
599.5,365.0,265
599.5,452.0,352
599.5,449.0,349
599.5,800.0,700
599.5,189.0,89
599.5,626.0,526
599.5,334.0,234
599.5,514.0,414
599.5,351.0,251
599.5,474.0,374
599.5,107.0,7
599.5,1035.0,935
599.5,169.0,69
599.5,381.0,281
599.5,598.0,498
599.5,125.0,25
599.5,824.0,724
599.5,236.0,136
599.5,1009.0,909
599.5,1077.0,977
599.5,603.0,503
599.5,838.0,738
599.5,1074.0,974
599.5,794.0,694
599.5,440.0,340
599.5,1068.0,968
599.5,192.0,92
599.5,662.0,562
599.5,1018.0,918
599.5,1047.0,947
599.5,1023.0,923
599.5,762.0,662
599.5,588.0,488
599.5,432.0,332
599.5,145.0,45
599.5,120.0,20
599.5,382.0,282
599.5,303.0,203
599.5,358.0,258
599.5,953.0,853
599.5,260.0,160
599.5,599.0,499
599.5,928.0,828
599.5,479.0,379
599.5,1004.0,904
599.5,415.0,315
599.5,987.0,887
599.5,376.0,276
599.5,665.0,565
599.5,633.0,533
599.5,684.0,584
599.5,776.0,676
599.5,634.0,534
599.5,368.0,268
599.5,602.0,502
599.5,744.0,644
599.5,840.0,740
599.5,1078.0,978
599.5,1043.0,943
599.5,350.0,250
599.5,370.0,270
599.5,466.0,366
599.5,138.0,38
599.5,369.0,269
599.5,516.0,416
599.5,1033.0,933
599.5,212.0,112
599.5,422.0,322
599.5,607.0,507
599.5,193.0,93
599.5,131.0,31
599.5,286.0,186
599.5,255.0,155
599.5,126.0,26
599.5,783.0,683
599.5,644.0,544
599.5,539.0,439
599.5,726.0,626
599.5,424.0,324
599.5,1013.0,913
599.5,531.0,431
599.5,976.0,876
599.5,825.0,725
599.5,1048.0,948
599.5,119.0,19
599.5,980.0,880
599.5,909.0,809
599.5,262.0,162
599.5,270.0,170
599.5,804.0,704
599.5,341.0,241
599.5,964.0,864
599.5,283.0,183
599.5,116.0,16
599.5,818.0,718
599.5,230.0,130
599.5,952.0,852
599.5,708.0,608
599.5,411.0,311
599.5,322.0,222
599.5,565.0,465
599.5,161.0,61
599.5,467.0,367
599.5,638.0,538
599.5,168.0,68
599.5,729.0,629
599.5,204.0,104
599.5,179.0,79
599.5,575.0,475
599.5,705.0,605
599.5,458.0,358
599.5,258.0,158
599.5,555.0,455
599.5,500.0,400
599.5,549.0,449
599.5,733.0,633
599.5,164.0,64
599.5,208.0,108
599.5,263.0,163
599.5,327.0,227
599.5,868.0,768
599.5,360.0,260
599.5,519.0,419
599.5,133.0,33
599.5,912.0,812
599.5,128.0,28
599.5,780.0,680
599.5,227.0,127
599.5,407.0,307
599.5,462.0,362
599.5,239.0,139
599.5,457.0,357
599.5,294.0,194
599.5,770.0,670
599.5,901.0,801
599.5,559.0,459
599.5,670.0,570
599.5,697.0,597
599.5,202.0,102
599.5,709.0,609
599.5,768.0,668
599.5,470.0,370
599.5,215.0,115
599.5,1028.0,928
599.5,1038.0,938
599.5,174.0,74
599.5,252.0,152
599.5,757.0,657
599.5,446.0,346
599.5,196.0,96
599.5,100.0,0
599.5,782.0,682
599.5,417.0,317
599.5,372.0,272
599.5,142.0,42
599.5,362.0,262
599.5,642.0,542
599.5,981.0,881
599.5,700.0,600
599.5,244.0,144
599.5,310.0,210
599.5,512.0,412
599.5,997.0,897
599.5,764.0,664
599.5,778.0,678
599.5,298.0,198
599.5,1075.0,975
599.5,162.0,62
599.5,1091.0,991
599.5,568.0,468
599.5,947.0,847
599.5,173.0,73
599.5,671.0,571
599.5,561.0,461
599.5,944.0,844
599.5,982.0,882
599.5,295.0,195
599.5,344.0,244
599.5,758.0,658
599.5,426.0,326
599.5,414.0,314
599.5,661.0,561
599.5,806.0,706
599.5,513.0,413
599.5,937.0,837
599.5,611.0,511
599.5,582.0,482
599.5,1062.0,962
599.5,259.0,159
599.5,930.0,830
599.5,879.0,779
599.5,660.0,560
599.5,492.0,392
599.5,685.0,585
599.5,821.0,721
599.5,878.0,778
599.5,480.0,380
599.5,548.0,448
599.5,908.0,808
599.5,789.0,689
599.5,616.0,516
599.5,613.0,513
599.5,435.0,335
599.5,253.0,153
599.5,996.0,896
599.5,895.0,795
599.5,323.0,223
599.5,859.0,759
599.5,1066.0,966
599.5,828.0,728
599.5,891.0,791
599.5,963.0,863
599.5,949.0,849
599.5,509.0,409
599.5,844.0,744
599.5,564.0,464
599.5,121.0,21
599.5,1095.0,995
599.5,754.0,654
599.5,872.0,772
599.5,829.0,729
599.5,1045.0,945
599.5,104.0,4
599.5,346.0,246
599.5,347.0,247
599.5,746.0,646
599.5,781.0,681
599.5,271.0,171
599.5,337.0,237
599.5,704.0,604
599.5,959.0,859
599.5,110.0,10
599.5,914.0,814
599.5,735.0,635
599.5,648.0,548
599.5,409.0,309
599.5,488.0,388
599.5,807.0,707
599.5,225.0,125
599.5,530.0,430
599.5,852.0,752
599.5,281.0,181
599.5,473.0,373
599.5,232.0,132
599.5,129.0,29
599.5,540.0,440
599.5,658.0,558
599.5,571.0,471
599.5,594.0,494
599.5,579.0,479
599.5,854.0,754
599.5,813.0,713
599.5,809.0,709
599.5,1088.0,988
599.5,921.0,821
599.5,251.0,151
599.5,833.0,733
599.5,983.0,883
599.5,960.0,860
599.5,520.0,420
599.5,517.0,417
599.5,413.0,313
599.5,167.0,67
599.5,998.0,898
599.5,738.0,638
599.5,888.0,788
599.5,741.0,641
599.5,899.0,799
599.5,892.0,792
599.5,883.0,783
599.5,993.0,893
599.5,1017.0,917
599.5,910.0,810
599.5,552.0,452
599.5,292.0,192
599.5,224.0,124
599.5,314.0,214
599.5,463.0,363
599.5,938.0,838
599.5,391.0,291
599.5,392.0,292
599.5,920.0,820
599.5,725.0,625
599.5,753.0,653
599.5,756.0,656
599.5,710.0,610
599.5,961.0,861
599.5,160.0,60
599.5,1087.0,987
599.5,718.0,618
599.5,554.0,454
599.5,941.0,841
599.5,696.0,596
599.5,535.0,435
599.5,678.0,578
599.5,1010.0,910
599.5,623.0,523
599.5,268.0,168
599.5,990.0,890
599.5,140.0,40
599.5,523.0,423
599.5,450.0,350
599.5,471.0,371
599.5,1064.0,964
599.5,109.0,9
599.5,264.0,164
599.5,390.0,290
599.5,285.0,185
599.5,1098.0,998
599.5,412.0,312
599.5,490.0,390
599.5,970.0,870
599.5,175.0,75
599.5,481.0,381
599.5,664.0,564
599.5,609.0,509
599.5,956.0,856
599.5,590.0,490
599.5,484.0,384
599.5,249.0,149
599.5,1034.0,934
599.5,302.0,202
599.5,333.0,233
599.5,1051.0,951
599.5,257.0,157
599.5,651.0,551
599.5,401.0,301
599.5,573.0,473
599.5,893.0,793
599.5,1054.0,954
599.5,214.0,114
599.5,640.0,540
599.5,177.0,77
599.5,835.0,735
599.5,637.0,537
599.5,289.0,189
599.5,857.0,757
599.5,672.0,572
599.5,748.0,648
599.5,318.0,218
599.5,441.0,341
599.5,796.0,696
599.5,187.0,87
599.5,459.0,359
599.5,408.0,308
599.5,841.0,741
599.5,766.0,666
599.5,580.0,480
599.5,1063.0,963
599.5,246.0,146
599.5,654.0,554
599.5,867.0,767
599.5,108.0,8
599.5,542.0,442
599.5,752.0,652
599.5,659.0,559
599.5,790.0,690
599.5,846.0,746
599.5,398.0,298
599.5,585.0,485
599.5,159.0,59
599.5,366.0,266
599.5,919.0,819
599.5,686.0,586
599.5,870.0,770
599.5,269.0,169
599.5,805.0,705
599.5,385.0,285
599.5,277.0,177
599.5,656.0,556
599.5,1086.0,986
599.5,906.0,806
599.5,235.0,135
599.5,714.0,614
599.5,207.0,107
599.5,795.0,695
599.5,464.0,364
599.5,220.0,120
599.5,272.0,172
599.5,630.0,530
599.5,533.0,433
599.5,293.0,193
599.5,1042.0,942
599.5,991.0,891
599.5,703.0,603
599.5,988.0,888
599.5,250.0,150
599.5,176.0,76
599.5,1000.0,900
599.5,1056.0,956
599.5,688.0,588
599.5,797.0,697
599.5,810.0,710
599.5,178.0,78
599.5,451.0,351
599.5,527.0,427
599.5,965.0,865
599.5,874.0,774
599.5,629.0,529
599.5,352.0,252
599.5,1085.0,985
599.5,153.0,53
599.5,1002.0,902
599.5,917.0,817
599.5,112.0,12
599.5,1014.0,914
599.5,570.0,470
599.5,139.0,39
599.5,1059.0,959
599.5,985.0,885
599.5,903.0,803
599.5,978.0,878
599.5,497.0,397
599.5,389.0,289
599.5,935.0,835
599.5,1025.0,925
599.5,655.0,555
599.5,742.0,642
599.5,562.0,462
599.5,280.0,180
599.5,498.0,398
599.5,720.0,620
599.5,367.0,267
599.5,719.0,619
599.5,803.0,703
599.5,1089.0,989
599.5,860.0,760
599.5,528.0,428
599.5,636.0,536
599.5,581.0,481
599.5,114.0,14
599.5,861.0,761
599.5,386.0,286
599.5,111.0,11
599.5,916.0,816
599.5,1016.0,916
599.5,711.0,611
599.5,330.0,230
599.5,1005.0,905
599.5,355.0,255
599.5,612.0,512
599.5,247.0,147
599.5,199.0,99
599.5,1081.0,981
599.5,363.0,263
599.5,830.0,730
599.5,261.0,161
599.5,699.0,599
599.5,750.0,650
599.5,515.0,415
599.5,743.0,643
599.5,653.0,553
599.5,608.0,508
599.5,811.0,711
599.5,1011.0,911
599.5,682.0,582
599.5,454.0,354
599.5,816.0,716
599.5,201.0,101
599.5,437.0,337
599.5,589.0,489
599.5,955.0,855
599.5,775.0,675
599.5,486.0,386
599.5,403.0,303
599.5,885.0,785
599.5,487.0,387
599.5,256.0,156
599.5,592.0,492
599.5,788.0,688
599.5,593.0,493
599.5,1079.0,979
599.5,439.0,339
599.5,1041.0,941
599.5,163.0,63
599.5,406.0,306
599.5,377.0,277
599.5,117.0,17
599.5,622.0,522
599.5,273.0,173
599.5,727.0,627
599.5,493.0,393
599.5,1053.0,953
599.5,834.0,734
599.5,1067.0,967
599.5,551.0,451
599.5,166.0,66
599.5,1001.0,901
599.5,832.0,732
599.5,763.0,663
599.5,338.0,238
599.5,628.0,528
599.5,279.0,179
599.5,690.0,590
599.5,510.0,410
599.5,434.0,334
599.5,181.0,81
599.5,617.0,517
599.5,706.0,606
599.5,325.0,225
599.5,234.0,134
599.5,502.0,402
599.5,210.0,110
599.5,343.0,243
599.5,147.0,47
599.5,190.0,90
599.5,940.0,840
599.5,538.0,438
599.5,596.0,496
599.5,604.0,504
599.5,428.0,328
599.5,556.0,456
599.5,476.0,376
599.5,732.0,632
599.5,226.0,126
599.5,477.0,377
599.5,815.0,715
599.5,155.0,55
599.5,837.0,737
599.5,801.0,701
599.5,1082.0,982
599.5,461.0,361
599.5,1084.0,984
599.5,1020.0,920
599.5,158.0,58
599.5,460.0,360
599.5,505.0,405
599.5,992.0,892
599.5,521.0,421
599.5,429.0,329
599.5,396.0,296
599.5,842.0,742
599.5,300.0,200
599.5,915.0,815
599.5,102.0,2
599.5,932.0,832
599.5,624.0,524
599.5,288.0,188
599.5,395.0,295
599.5,760.0,660
599.5,304.0,204
599.5,185.0,85
599.5,1055.0,955
599.5,165.0,65
599.5,1092.0,992
599.5,939.0,839
599.5,886.0,786
599.5,504.0,404
599.5,349.0,249
599.5,643.0,543
599.5,951.0,851
599.5,772.0,672
599.5,560.0,460
599.5,979.0,879
599.5,587.0,487
599.5,731.0,631
599.5,211.0,111
599.5,858.0,758
599.5,567.0,467
599.5,284.0,184
599.5,101.0,1
599.5,855.0,755
599.5,771.0,671
599.5,745.0,645
599.5,676.0,576
599.5,200.0,100
599.5,546.0,446
599.5,206.0,106
599.5,388.0,288
599.5,307.0,207
599.5,724.0,624
599.5,387.0,287
599.5,683.0,583
599.5,198.0,98
599.5,394.0,294
599.5,877.0,777
599.5,839.0,739
599.5,383.0,283
599.5,572.0,472
599.5,971.0,871
599.5,799.0,699
599.5,975.0,875
599.5,371.0,271
599.5,843.0,743
599.5,180.0,80
599.5,1052.0,952
599.5,774.0,674
599.5,345.0,245
599.5,792.0,692
599.5,740.0,640
599.5,591.0,491
599.5,904.0,804
599.5,649.0,549
599.5,105.0,5
599.5,339.0,239
599.5,784.0,684
599.5,197.0,97
599.5,1046.0,946
599.5,541.0,441
599.5,526.0,426
599.5,550.0,450
599.5,1039.0,939
599.5,309.0,209
599.5,876.0,776
599.5,954.0,854
599.5,1061.0,961
599.5,890.0,790
599.5,882.0,782
599.5,353.0,253
599.5,238.0,138
599.5,113.0,13
599.5,374.0,274
599.5,430.0,330
599.5,600.0,500
599.5,348.0,248
599.5,1006.0,906
599.5,157.0,57
599.5,375.0,275
599.5,291.0,191
599.5,532.0,432
599.5,687.0,587
599.5,297.0,197
599.5,320.0,220
599.5,691.0,591
599.5,553.0,453
599.5,1096.0,996
599.5,647.0,547
599.5,1049.0,949
599.5,566.0,466
599.5,143.0,43
599.5,316.0,216
599.5,359.0,259
599.5,929.0,829
599.5,219.0,119
599.5,755.0,655
599.5,694.0,594
599.5,380.0,280
599.5,1003.0,903
599.5,896.0,796
599.5,361.0,261
599.5,650.0,550
599.5,154.0,54
599.5,188.0,88
599.5,614.0,514
599.5,619.0,519
599.5,106.0,6
599.5,455.0,355
599.5,442.0,342
599.5,1057.0,957
599.5,1036.0,936
599.5,171.0,71
599.5,759.0,659
599.5,675.0,575
599.5,900.0,800
599.5,130.0,30
599.5,1015.0,915
599.5,499.0,399
599.5,911.0,811
599.5,597.0,497
599.5,308.0,208
599.5,918.0,818
599.5,329.0,229
599.5,213.0,113
599.5,712.0,612
599.5,311.0,211
599.5,218.0,118
599.5,203.0,103
599.5,677.0,577
599.5,118.0,18
599.5,1099.0,999
599.5,1073.0,973
599.5,524.0,424
599.5,995.0,895
599.5,713.0,613
599.5,817.0,717
599.5,1072.0,972
599.5,802.0,702
599.5,605.0,505
599.5,1071.0,971
599.5,525.0,425
599.5,967.0,867
599.5,586.0,486
599.5,827.0,727
599.5,402.0,302
599.5,248.0,148
599.5,356.0,256
599.5,880.0,780
599.5,1076.0,976
599.5,508.0,408
599.5,698.0,598
599.5,421.0,321
599.5,925.0,825
599.5,831.0,731
599.5,123.0,23
599.5,276.0,176
599.5,984.0,884
599.5,787.0,687
599.5,469.0,369
599.5,1027.0,927
599.5,1030.0,930
599.5,695.0,595
599.5,265.0,165
599.5,127.0,27
599.5,150.0,50
599.5,443.0,343
599.5,438.0,338
599.5,243.0,143
599.5,836.0,736
599.5,134.0,34
599.5,1090.0,990
599.5,716.0,616
599.5,615.0,515
599.5,897.0,797
599.5,862.0,762
599.5,584.0,484
599.5,646.0,546
599.5,884.0,784
599.5,1040.0,940
599.5,315.0,215
599.5,399.0,299
599.5,482.0,382
599.5,149.0,49
599.5,182.0,82
599.5,245.0,145
599.5,267.0,167
599.5,335.0,235
599.5,747.0,647
599.5,475.0,375
599.5,266.0,166
599.5,448.0,348
599.5,583.0,483
599.5,453.0,353
599.5,786.0,686
599.5,1080.0,980
599.5,148.0,48
599.5,847.0,747
599.5,632.0,532
599.5,301.0,201
599.5,205.0,105
599.5,152.0,52
599.5,936.0,836
599.5,354.0,254
599.5,814.0,714
599.5,1070.0,970
599.5,393.0,293
599.5,172.0,72
599.5,645.0,545
599.5,851.0,751
599.5,1024.0,924
599.5,543.0,443
599.5,715.0,615
599.5,728.0,628
599.5,144.0,44
599.5,547.0,447
599.5,336.0,236
599.5,730.0,630
599.5,184.0,84
599.5,506.0,406
599.5,865.0,765
599.5,601.0,501
599.5,191.0,91
599.5,324.0,224
599.5,1019.0,919
599.5,410.0,310
599.5,1058.0,958
599.5,1029.0,929
599.5,305.0,205
599.5,216.0,116
599.5,1007.0,907
599.5,156.0,56
599.5,668.0,568
599.5,195.0,95
599.5,943.0,843
599.5,972.0,872
599.5,934.0,834
599.5,332.0,232
599.5,1065.0,965
599.5,242.0,142
599.5,313.0,213
